id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2E2OmUdKCzVz1iagW3OFjU,Neethanae - Trending Version,"A.R. Rahman, Shreya Ghoshal",15,2023-11-01,0.734,0.448,5,-9.672,1,0.92,9.2e-05,0.111,0.755,73.973,54708,4
51qw9DAEYn0RS23LtwZU84,El Layali,Barry Can't Swim,60,2021-07-09,0.743,0.554,1,-12.539,1,0.0539,0.83,0.0919,0.617,122.004,189760,4
2MvCNH9ua0CeOgUQfZf56z,Guzarish,Javed Ali,66,2008-11-25,0.595,0.624,9,-10.943,0,0.0925,0.0,0.114,0.647,170.001,327030,4
4qRcjFkFqSpLBzcbLDt7HL,Ambarsariya,Sona Mohapatra,65,2013-05-14,0.649,0.458,4,-7.632,0,0.574,0.0,0.113,0.748,180.071,248182,4
3mUkVsovIuscQlSoMhmAZt,Kali Kali Zulfon Ke (Lo-Fi),"Madhur Sharma, Swapnil Tare, Nusrat Fateh Ali Khan",71,2023-03-31,0.358,0.463,7,-7.075,1,0.816,0.0,0.155,0.15,152.353,77253,3
5zjFsuLrTM5sp6coribhCa,Taal Se Taal - Western Version,Sukhwinder Singh,66,1999-08-13,0.771,0.72,7,-11.742,1,0.203,0.0011,0.335,0.492,94.968,154200,4
0zlGnseLGzRIBA0TJcb3Bo,"Manike (From ""Thank God"")","Yohani, Jubin Nautiyal, Tanishk Bagchi, Rashmi Virag, Surya Ragunaathan",69,2022-09-16,0.551,0.578,1,-7.005,0,0.522,0.0,0.073,0.509,106.772,197474,4
0uYs26nZRC00tfgzCcJkFP,Ya Ali (Chill Trap),"Zubeen Garg, Knockwell",14,2023-04-18,0.609,0.789,11,-6.635,0,0.00305,0.0,0.53,0.222,135.068,161894,4
6N5WkgPIDoTdbCXyyIIKAv,tere bina,Zaeden,61,2019-09-05,0.889,0.341,7,-7.909,1,0.117,3.7e-06,0.0734,0.942,118.003,157246,4
5DIt4eq2D6CZjX1s5jwrnP,"Tere Naal Nachna (From ""Nawabzaade"")","Badshah, Sunanda Sharma",63,2018-07-05,0.912,0.677,0,-4.212,1,0.193,0.0,0.0939,0.94,115.061,166615,4
5HeHtkXf4LBS05U8Au7q3g,Kontrol,Maleek Berry,64,2016-05-09,0.868,0.522,1,-6.902,0,0.281,6.48e-05,0.0992,0.887,113.992,206316,4
7AbLGIOzFkx6jHq5en5xiH,Sempe,L.A.X,69,2020-11-25,0.699,0.703,9,-7.651,0,0.517,0.0216,0.112,0.478,195.864,171429,4
0vVi6q77kkpFQ6YZv80nQM,Own It,Maleek Berry,31,2018-01-11,0.881,0.591,4,-6.126,1,0.0971,9.13e-05,0.0731,0.875,106.965,181682,4
5EWn8Aujz90oZUI8RArKKW,Bad Commando,Rema,46,2019-10-04,0.627,0.512,1,-7.401,0,0.584,0.0,0.128,0.57,95.334,105002,4
2zYs4BonN2ydkbrRk333SN,Come Closer (feat. Drake),"Wizkid, Drake",62,2017-07-14,0.825,0.453,4,-7.429,0,0.127,3.82e-06,0.0838,0.496,99.974,211293,4
3KyKxJ4P3pVCgaZwaq2rUC,Gasoline,The Weeknd,69,2022-01-06,0.728,0.741,6,-7.075,0,0.000582,0.00206,0.33,0.31,123.006,212166,4
1SFwLNaHkV8WhW3ud1GBIJ,Hanji Hanji,"Amrit Maan, The PropheC",53,2022-09-16,0.871,0.553,11,-5.168,0,0.346,1.43e-05,0.11,0.53,100.042,214459,4
3NWTRZ0A8xKlBP1qgNftql,Special Affair,The Internet,61,2015-06-26,0.795,0.409,9,-10.134,0,0.183,0.00108,0.112,0.518,120.095,176187,4
3Xfwu3xtPqmJ4nM4jpBm8O,Damages,Tems,68,2020-09-25,0.712,0.497,1,-8.106,1,0.528,2.65e-05,0.125,0.516,128.385,169412,5
2psl5iNJCrmmm2XtS7LZqb,Soundgasm,Rema,65,2022-03-24,0.805,0.525,6,-7.376,0,0.119,0.00203,0.0779,0.693,100.033,204755,4
40gZxjOm4zW3AoHBJJWbkB,African Woman,1da Banton,50,2020-08-26,0.708,0.716,1,-4.695,1,0.3,9.34e-06,0.125,0.805,97.982,208320,4
6oOCGD2Sp9UTcDsuDz8Hdu,understand,Omah Lay,66,2022-07-14,0.697,0.653,0,-7.284,1,0.166,0.231,0.0911,0.627,99.982,174545,4
25Kyv5SeEenT0EETpP2hYn,"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",75,2023-03-22,0.719,0.756,5,-5.392,0,0.0541,0.0,0.109,0.647,105.024,219500,4
78OD9RZjAyQcfsAigmRuGs,Kilofeshe,Zinoleesky,53,2020-11-27,0.901,0.809,9,-5.323,0,0.0683,5.49e-06,0.0786,0.714,112.027,165000,4
2tsuHoDRjMTPkibpOkRuq4,Sensima,"Skiibii, Reekado Banks",60,2018-10-17,0.874,0.807,7,-3.973,1,0.0899,0.0,0.0698,0.884,109.945,187794,4
45DflAgf5cA8pFRmwV3JMM,Corny,Rema,54,2019-03-22,0.494,0.777,7,-3.009,0,0.335,0.0911,0.116,0.506,95.012,227456,4
1GuLgNKd4lrI1vugkxMCAX,Iskaba,"Wande Coal, DJ Tunez",61,2016-11-25,0.799,0.393,0,-19.917,0,0.127,0.00917,0.0637,0.94,125.041,224640,4
7Ewd1NIKEKM1VokE0QeraM,Jealous (feat. Fire Boy),"YBNL MaFia Family, Fireboy",46,2018-12-14,0.746,0.786,4,-5.67,0,0.106,0.000128,0.622,0.282,102.996,216712,4
0SjQBdIddPvKSWxr8vk6QX,Dumebi,Rema,67,2019-03-22,0.923,0.657,3,-5.173,0,0.199,0.00407,0.108,0.734,110.015,179775,4
1OoPhcM78evXIxjmSzCnmf,Bloody Samaritan,Ayra Starr,61,2021-08-06,0.796,0.719,8,-7.018,0,0.036,0.0,0.0718,0.242,105.027,187000,4
6qk3jI8bKCgURI3h0d8zBZ,Again,Wande Coal,70,2020-09-10,0.654,0.39,1,-9.858,0,0.688,0.0,0.106,0.552,125.944,156084,5
0s3ZpsAaVCbWxDhLq2B2wh,Scatter,Fireboy DML,49,2019-11-28,0.726,0.802,11,-6.528,0,0.0428,0.0728,0.314,0.593,119.829,164000,4
1YgIvHDTvi1vosins1jyAC,Amapiano,"Asake, Olamide",69,2023-06-15,0.852,0.599,5,-8.608,0,0.245,0.0,0.151,0.668,111.992,165000,4
4vHy2IHzf3EabEa7oMpUZB,No Wahala,1da Banton,69,2021-07-23,0.808,0.639,11,-7.244,0,0.621,0.0281,0.231,0.612,105.016,162286,4
6NgjdJrK7Bpyvsm8yDtx4H,Godly,Omah Lay,56,2020-11-19,0.64,0.574,5,-8.951,0,0.138,0.00492,0.342,0.538,198.014,175215,4
0nTgtjFQzLhvU3VLciMPlN,Feel Different,"Reekado Banks, Adekunle Gold, Maleek Berry",50,2023-06-07,0.823,0.764,6,-4.865,1,0.578,4.03e-06,0.211,0.857,110.057,179455,4
4ucXeGcKKzubgHb932T6sl,Confession,Babyboy AV,65,2021-10-22,0.801,0.537,4,-7.104,0,0.565,0.0,0.0907,0.909,108.035,188630,4
5nhG9nkIXaPA89Yd9BLOZU,Confidence,"RAYE, Maleek Berry, Nana Rogues",46,2018-05-11,0.635,0.785,8,-4.421,0,0.442,0.0,0.0935,0.809,102.742,170667,4
558ULLj8yY2vT8XGtgY0q9,Loading,"Olamide, Bad Boy Timz",58,2020-10-07,0.937,0.797,2,-4.768,0,0.0733,0.000835,0.147,0.64,120.001,194000,4
0W6xSGihThKerVr2u18n9u,Lets Rock Soniye,"Pritam, Tulsi Kumar, Shaan",37,2007-09-05,0.755,0.947,7,-4.18,1,0.109,0.0,0.0488,0.765,102.981,264255,4
7Czm0vv2sYL5z4P51KY66e,Maahi Ve,"Shankar-Ehsaan-Loy, Sadhana Sargam, Sujata Bhattacharya, Udit Narayan, Sonu Nigam",62,2003-09-20,0.815,0.833,7,-6.117,0,0.0297,2e-05,0.33,0.563,99.989,366853,4
0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,"Monty Sharma, Shaan",69,2007-09-14,0.599,0.653,0,-7.576,0,0.362,0.0,0.144,0.678,79.968,284573,4
6Vigp41BietH0WoFZ52JI5,All We Do,Oh Wonder,56,2015-09-04,0.59,0.242,10,-11.724,0,0.978,0.000124,0.0906,0.366,126.721,214174,4
0kXHpsg9SmpRqsQ4wQvQsK,Till Dawn (Here Comes The Sun),The Weeknd,53,2012-11-13,0.702,0.546,9,-8.776,0,0.821,0.000237,0.148,0.592,100.015,319531,4
1NHZzHDim0aiS8fhJLPdqk,Pain & Pleasure (feat. VANYFOX & Fédération Internationale du Bruit),"Moonshine, Amaal Nuux, Aluna, Vanyfox, Fédération Internationale du Bruit",31,2023-11-08,0.774,0.52,8,-8.542,1,0.116,0.00442,0.0602,0.621,125.997,243206,4
4GKzznETPVyGoBe6vHr2lS,Charge It Remix (feat. Smino),"ENNY, Smino",54,2023-11-08,0.801,0.519,11,-6.992,1,0.44,0.0661,0.12,0.702,126.962,202205,4
33rdvHSwnU4A19sWobhCr4,Clueless,JACK MARLOW,23,2023-11-10,0.842,0.83,1,-7.771,1,0.00526,0.207,0.088,0.794,137.969,310625,4
7qFeHn96S2hWZtZZF2sJmE,gross!!!,Ella Rosa,16,2023-11-10,0.797,0.64,6,-5.259,0,0.193,1.91e-06,0.366,0.605,92.023,128879,4
1jLVSavLHTeEixX6CIxqQR,Nice to meet you (feat. Central Cee),"PinkPantheress, Central Cee",66,2023-11-10,0.707,0.771,10,-6.596,0,0.027,0.000366,0.0584,0.528,148.303,162413,4
4pZtcNyzFY7hilWT19KPba,Wasted (Time On You),"Namix, Scarlett",5,2023-10-20,0.593,0.622,2,-8.317,1,0.00255,2.3e-05,0.194,0.429,127.993,248174,4
1Y4TOUS7R9DShEApDbb8Xm,Fear Of Flying (feat. Aminé & beabadoobee),"Mac Wetha, Aminé, beabadoobee",45,2023-11-06,0.688,0.741,2,-4.81,1,0.263,3e-06,0.159,0.567,126.973,131215,4
2kWshTWzu4xMdvCZEvtw5q,Here 2 Flo,Lemtom,21,2023-11-10,0.965,0.733,10,-6.199,1,0.12,0.0236,0.0899,0.604,131.992,267841,4
63GAVUWog6ULs7UCVmewEW,Keep It Real,Lemtom,35,2023-11-10,0.795,0.97,11,-7.486,0,0.0624,0.814,0.107,0.446,135.029,262778,4
7fSKE9J3udo8zpq1ceYTEa,Love In The Sky,The Weeknd,45,2013-01-01,0.645,0.736,9,-6.862,0,0.16,0.000156,0.6,0.347,115.03,267920,4
2jst5B18Q3PN3rwwIfnAgp,Belong To The World,The Weeknd,44,2013-01-01,0.503,0.858,5,-6.27,0,0.00392,0.0,0.119,0.361,121.007,307173,4
7FjZU7XFs7P9jHI9Z0yRhK,So Close,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",66,2018-11-02,0.7,0.872,10,-5.896,1,0.121,7.08e-06,0.103,0.761,125.03,190302,4
5idmfDT06TjCQ1SPDsa5qh,Kiss Land,The Weeknd,61,2013-09-10,0.324,0.852,11,-6.675,0,0.0415,0.0,0.0609,0.4,121.886,455333,4
3b30Kdm3nKrD352zEPCAda,Wanderlust,The Weeknd,46,2013-01-01,0.637,0.652,1,-5.237,0,0.0664,0.177,0.0714,0.0725,115.923,306773,4
1j0TqbB4ajwaJqyZnEK8kO,Pretty,The Weeknd,46,2013-01-01,0.571,0.685,11,-6.829,0,0.0355,3.43e-05,0.315,0.328,126.044,375400,4
3yu5otkADG1ldufrPxABoo,Wetin,Yarden,71,2022-11-17,0.544,0.583,6,-8.548,1,0.554,0.000369,0.0906,0.813,182.074,78946,4
5483pcvbfX7Ii7gO5JGUpF,Jolene,"Victony, KTIZO",64,2022-05-06,0.671,0.683,4,-6.123,0,0.361,0.0117,0.282,0.248,109.957,175000,4
1Rvhz8PMkxubvmLIWSzrCu,Ranjha,"Raf Saperra, Taj Aulakh",42,2023-11-08,0.676,0.718,9,-7.795,0,0.0993,8.32e-06,0.334,0.824,91.0,176703,4
74X2u8JMVooG2QbjRxXwR8,Perfect Night,LE SSERAFIM,84,2023-10-27,0.697,0.82,5,-4.502,1,0.1,0.0,0.0631,0.502,136.054,159080,4
24CoUR3GwPXeWJzGizLzhR,Angie (i’ve been lost) [feat. Angie McMahon],"Fred again.., Angie McMahon",57,2021-04-15,0.72,0.888,11,-9.254,1,0.14,0.23,0.0806,0.378,131.97,285093,4
3tPH2C0umk9pjLBMmz0D9M,Bury me (feat. Kelela),"PinkPantheress, Kelela",56,2023-11-10,0.781,0.506,4,-7.609,1,0.236,0.0,0.212,0.528,77.419,124613,4
5rs8M4TwPZEOMXxw3XAo0n,Internet baby (interlude),PinkPantheress,55,2023-11-10,0.631,0.71,1,-7.787,1,0.0735,0.0107,0.149,0.401,165.067,131773,4
5hjhaH0vwtpftiLtF3veZp,Ophelia,PinkPantheress,57,2023-11-10,0.656,0.801,1,-8.432,0,0.859,0.00466,0.0972,0.393,87.961,155093,4
4St20qfnH98z2CEY7Up5yn,Pungi,"Pritam, Mika Singh, Amitabh Bhattacharya, Nakash Aziz, Javed Jaffrey",60,2012-02-24,0.939,0.933,10,-2.688,1,0.235,1.04e-06,0.0293,0.708,122.994,247827,4
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,"Pritam, Mika Singh",62,2007-09-21,0.738,0.873,2,-5.659,1,0.075,0.0294,0.225,0.484,104.982,245100,4
6p56DuuwZQYSNgeB7fgRkZ,Dilliwaali Girlfriend,"Arijit Singh, Sunidhi Chauhan",47,2017-08-12,0.688,0.941,6,-5.23,0,0.0811,2.89e-06,0.0697,0.909,138.047,260552,4
352wEkChkiClswqwDoM0nj,"Coca Cola (From ""Luka Chuppi"")","Tony Kakkar, Neha Kakkar, Young Desi, Tanishk Bagchi",65,2019-02-04,0.722,0.867,0,-3.652,0,0.121,0.0052,0.123,0.893,102.009,179225,4
4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,88,2023-11-09,0.744,0.789,9,-4.876,0,0.0036,0.00144,0.0947,0.866,116.985,185918,4
4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,90,2023-11-10,0.943,0.558,2,-4.911,1,0.0026,2.19e-06,0.0937,0.606,104.983,138411,4
35QGdv6aFbIaLM0Ozr3rHt,B.M.F. (Blowin' Money Fast),"Rick Ross, Styles P",55,2010-01-01,0.72,0.863,2,-4.226,1,0.0174,0.0,0.178,0.363,139.98,250307,4
0SA0mMXWh23raZ6xzOCU2V,She,"Tyler, The Creator, Frank Ocean",78,2011-05-09,0.35,0.621,8,-6.495,0,0.256,3.44e-05,0.613,0.459,83.375,253387,4
4ynrGpHy0cTZPRBJrhIHNP,Tere Bin,Rabbi Shergill,66,2004-01-01,0.712,0.87,3,-7.1,1,0.659,7.55e-05,0.161,0.873,104.039,322701,4
27y5yRBvtktmrLNe9q5eh9,Desire (with Sam Smith) - KC Lights Remix,"Calvin Harris, Sam Smith, KC Lights",31,2023-10-27,0.65,0.845,11,-6.142,0,0.0231,0.472,0.113,0.329,127.995,259375,4
2bBh5UwbVLkA3WB44iXBye,Feel complete,PinkPantheress,58,2023-11-10,0.671,0.786,11,-6.173,1,0.317,0.0612,0.102,0.316,98.813,163120,4
4mlP10ICLhXt2QmUf0GkpB,KITCHEN LIGHTS,"Westside Gunn, Stove God Cooks",55,2023-10-13,0.257,0.688,7,-3.569,0,0.0441,0.0,0.178,0.428,76.004,300989,4
30hui0n0IE1y699MAEPNGp,Kostas,"Westside Gunn, Conway the Machine, Benny The Butcher",51,2023-10-13,0.586,0.557,1,-6.896,1,0.0155,8.69e-06,0.357,0.225,119.907,333424,4
29TkURtrYuiFSs7LKyiwaQ,1989 (feat. Stove God Cooks),"Westside Gunn, DJ Drama, Stove God Cooks",38,2023-10-13,0.723,0.495,1,-8.827,1,0.084,0.0,0.173,0.392,115.288,251123,4
1FWsomP9StpCcXNWmJk8Cl,K.,Cigarettes After Sex,84,2017-06-09,0.454,0.401,3,-10.251,1,0.14,0.837,0.136,0.319,93.703,320030,4
0SpkyS1Q4MD8GaVcP5YjT4,Sunsetz,Cigarettes After Sex,84,2017-06-09,0.41,0.48,9,-9.417,0,0.0561,0.814,0.0972,0.129,75.303,215150,4
3p4hRhMcb6ch8OLtATMaLw,Cry,Cigarettes After Sex,85,2019-10-25,0.408,0.398,7,-10.448,1,0.758,0.654,0.112,0.165,142.834,256800,4
6ilc4vQcwMPlvAHFfsTGng,Sweet,Cigarettes After Sex,82,2017-06-09,0.449,0.51,6,-9.075,1,0.351,0.761,0.139,0.115,96.425,292110,4
5EX7gAyEQMH2QKlvrj8Jcc,Scars - Kerri Chandler Edit,"Jayda G, Kerri Chandler",27,2023-09-07,0.776,0.466,11,-10.228,0,0.0189,0.615,0.0749,0.565,125.028,418560,4
3LzXNblYTky3isOztnWqcz,Scars,Jayda G,40,2023-06-09,0.678,0.724,9,-8.94,1,0.0349,0.00158,0.19,0.218,124.969,178746,4
5RT3woznPdSILWUnFrgrQ9,15 Foot,Jayda G,15,2023-06-09,0.752,0.349,10,-11.463,1,0.236,8.96e-05,0.0968,0.32,128.037,246264,4
4mhzLYA1L7fsukddM5Agx0,Sapphires Of Gold,Jayda G,17,2023-06-09,0.63,0.675,5,-8.931,0,0.00753,0.0063,0.26,0.459,130.065,200782,4
4lGf2tuyW0sKKhp7kLWqrP,Heads Or Tails,Jayda G,19,2023-06-09,0.708,0.588,7,-10.032,1,0.021,0.001,0.345,0.288,119.919,219863,4
0mNYHqs5BovsfV5jQ4Ysb8,When She Dance,Jayda G,29,2023-06-09,0.844,0.603,10,-7.988,0,0.0296,1.2e-06,0.0827,0.425,108.934,202376,4
0rr6cmCJpsP8DefMTiHxic,Underground,"JAYC, Gissa",37,2023-10-20,0.881,0.642,0,-11.087,1,0.036,8.62e-06,0.243,0.395,123.983,194526,4
0NnBelDW04fpIqbC9vVrbU,D&C,"JAYC, Christo",49,2023-09-15,0.834,0.475,0,-13.56,1,0.14,0.041,0.101,0.372,130.002,240000,4
1VWxy9b9BNCoXLnrigEUdN,I'm Smile For Me Baby,"Paul Adam, Ilary Montanari",18,2020-01-17,0.808,0.659,11,-10.717,0,0.0248,0.863,0.136,0.528,125.026,69195,4
06r5aMZ8cT6wZXcEyqOLH4,Lone Raver,Barry Can't Swim,47,2021-05-14,0.731,0.602,8,-12.526,1,0.496,0.584,0.0916,0.194,128.065,257299,4
2mqXKSieDASoq4N5739wCz,Donchano,Steve Lacy,57,2020-12-04,0.674,0.489,11,-7.257,0,0.624,0.00195,0.236,0.772,207.947,98687,3
1tN7gp3HKJL5MXCGqUZtgh,Jethro,Thundercat,54,2017-02-24,0.615,0.715,8,-6.937,1,0.464,0.0921,0.352,0.701,83.521,94897,4
1xbOdb9kv5YKBIzJSrKNEy,Stop Waiting,Cigarettes After Sex,69,2023-07-18,0.456,0.336,2,-15.466,1,0.333,0.799,0.0737,0.0762,87.435,362973,4
2nD9CUfMMUVxL0UyFs8fGG,Pistol,Cigarettes After Sex,71,2022-11-15,0.651,0.441,7,-11.74,1,0.519,0.708,0.0959,0.373,109.979,234174,4
5DZNSYxhFA1WA9WEJg9TNY,Dreaming of You,Cigarettes After Sex,66,2012-07-21,0.281,0.404,7,-14.899,1,0.538,0.0946,0.133,0.19,131.639,322219,5
2hIsd0F6ZGfHCC1xa7vSad,Each Time You Fall in Love,Cigarettes After Sex,68,2017-06-09,0.379,0.535,10,-8.845,1,0.466,0.506,0.131,0.297,75.941,290630,4
0byw9oyQKnZ1fUWHfLQ9Wq,Pure,Cigarettes After Sex,61,2019-10-25,0.48,0.21,1,-13.487,0,0.55,0.855,0.101,0.0416,134.807,254627,3
4SjEdGI6Otmo5DRxAXKS9o,Hentai,Cigarettes After Sex,62,2019-10-25,0.451,0.228,5,-12.427,0,0.702,0.447,0.108,0.155,125.972,285147,4
70YTBH8vOGJNMhy6186yFm,Heavenly,Cigarettes After Sex,78,2019-10-25,0.536,0.436,8,-9.187,1,0.672,0.697,0.11,0.134,105.13,286773,4
2UKvxuMTM7JwprZrnpxgY1,Kiss It Off Me,Cigarettes After Sex,68,2019-10-25,0.522,0.299,4,-12.471,1,0.756,0.473,0.11,0.224,80.273,269933,4
2yyQmFCUPenLlfpfUxBnAd,Truly,Cigarettes After Sex,64,2017-06-09,0.449,0.383,4,-9.808,1,0.142,0.554,0.0844,0.303,96.671,244110,4
3YL4zMqcyFu0OfLI1sZ66Z,Starry Eyes,Cigarettes After Sex,66,2012-07-21,0.422,0.363,2,-15.321,1,0.445,0.323,0.0686,0.115,100.124,206000,4
2c4aHoEztkKLAMHwu20zPv,"Reflex - from Le Palace, Paris",Parcels,41,2023-10-20,0.598,0.829,9,-10.646,0,0.51,0.429,0.179,0.336,130.02,334507,4
7oEQMrBcT9kvJF1mJpk5IP,Bubblegum,Cigarettes After Sex,64,2023-07-18,0.521,0.199,2,-15.366,1,0.535,0.807,0.106,0.119,119.658,279133,4
4ZqFkNgpV5AWrlW3NvqnjR,"Ascend - from Le Palace, Paris",Parcels,40,2023-10-20,0.595,0.752,0,-9.773,0,0.0773,0.892,0.132,0.217,129.953,354453,4
0Zr8z1TgQl27P3qYqQltG2,I Just Wanna...,Elijah Blake,44,2015-06-23,0.754,0.661,1,-6.638,1,0.00271,2.12e-05,0.505,0.545,130.037,248253,4
7qqtYJj2vaSiZcYq4AyIne,On My Grind,Tunji Ige,37,2016-04-01,0.798,0.631,6,-5.408,0,0.219,1.06e-05,0.0725,0.409,105.026,211078,4
4AtZRwSR8BOTTQg5ihSggt,PRBLMS,6LACK,70,2016-11-18,0.417,0.58,9,-4.574,1,0.0307,1.45e-06,0.179,0.139,68.58,246773,5
4RVbK6cV0VqWdpCDcx3hiT,Reborn,KIDS SEE GHOSTS,67,2018-06-08,0.585,0.597,0,-7.499,1,0.339,0.0404,0.195,0.227,100.051,324674,4
0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",81,2022-06-03,0.733,0.67,5,-6.009,1,0.121,0.0,0.121,0.472,100.964,192841,4
1jHq0Xqbb49WLRUq0kMFzz,ALL THAT U WANT,Unusual Demont,33,2023-11-08,0.672,0.35,1,-8.179,0,0.243,0.0452,0.111,0.515,94.935,140241,4
2qOKYK813gVCIENtN27Ndv,TANTRUM!,DESTIN CONRAD,37,2023-10-27,0.79,0.772,2,-4.069,1,0.0133,0.000151,0.239,0.501,132.023,148182,4
2ss03wfWSV9g3DdvDklHH2,AFTER HOURS,Avenoir,59,2023-10-27,0.285,0.16,1,-14.875,0,0.949,0.000346,0.376,0.306,168.512,173027,4
0F95C4z2gQJ8NigLuO4z4u,WOW!,Berhana,35,2023-10-20,0.754,0.523,7,-7.782,1,0.0144,0.0131,0.077,0.609,110.956,157213,4
0p3DnWActE2qcJDqs6sI4k,Hello,Q,39,2023-11-03,0.845,0.57,2,-6.97,0,0.0153,0.14,0.114,0.767,119.989,196373,4
7rYhWL5o1LOerNu3F52EFg,GMFU,N3WYRKLA,26,2023-10-20,0.578,0.445,10,-8.53,0,0.15,0.00294,0.075,0.202,87.529,241306,4
57s2fT1A0hOxscqF2Jipd5,Spirit 2.0,Sampha,55,2023-10-20,0.741,0.491,5,-11.416,1,0.606,0.283,0.141,0.503,150.553,289963,4
0Qo75eJMY72e5IQJt0Dz9z,"Ruaan (From ""Tiger 3"")","Pritam, Arijit Singh, Irshad Kamil",66,2023-11-06,0.411,0.655,9,-7.642,0,0.827,3.27e-06,0.0966,0.608,73.441,258020,4
4MXqpnu9lAqqkjSHVlBVoZ,Pickup Man,"HIXTAPE, Joe Diffie, Post Malone",69,2023-11-09,0.555,0.865,7,-3.538,1,0.159,0.0,0.167,0.841,141.078,216195,4
5HGxLtYxTriF7mMiriSpaz,You Were Right,RÜFÜS DU SOL,73,2016-01-22,0.708,0.793,5,-5.426,0,0.0136,0.00221,0.118,0.734,122.006,239418,4
1KwHmAL9M3PHwuPFrZabdX,Little Bit,"NOVO, Merezz, TimmyTheNomad",22,2019-07-21,0.608,0.513,4,-8.962,0,0.242,0.0,0.0757,0.606,111.735,225878,3
125dAqUSmX1nOG50fBz9vb,Beauty,Dru Hill,57,1998-01-01,0.725,0.278,0,-14.345,0,0.588,0.0,0.0869,0.489,119.788,272560,4
1OubIZ0ARYCUq5kceYUQiO,Congratulations (feat. Bilal),"Mac Miller, Bilal",79,2016-09-16,0.465,0.225,4,-12.637,0,0.948,0.00155,0.18,0.207,57.75,256427,4
1M0ksKzSWyU756Vkdn148v,Euro$tep,West,56,2022-04-08,0.834,0.584,11,-5.471,0,0.173,0.391,0.248,0.285,121.957,147230,4
2z59bRBkhAbMtPstSDRzhC,Crave Your Love (feat. Shayan),"Dc13, Yaat, Shayan",22,2022-09-16,0.708,0.948,11,-4.751,0,0.00282,4.9e-06,0.0722,0.598,124.028,181935,4
3mEdyuPV0yvg8F5op87n25,Halla halla,ElGrandeToto,40,2021-03-04,0.663,0.691,5,-5.916,0,0.156,0.00228,0.185,0.438,75.501,174897,4
0MyZsMm9iPU6rnGbi4S3Ht,move,brb.,48,2021-01-21,0.661,0.633,5,-8.819,0,0.0227,9.86e-05,0.104,0.782,104.934,148571,4
1e4rwBPVI32vZtTJu7mJ4J,Chun-Li,Nicki Minaj,67,2018-08-10,0.686,0.73,6,-5.077,0,0.278,4.76e-05,0.106,0.474,128.943,191600,5
1KhljCoJ2TgDEldnnfTHHc,Party (feat. Usher & Gucci Mane),"Chris Brown, USHER, Gucci Mane",66,2017-10-31,0.762,0.576,1,-4.951,0,0.0556,0.0,0.0866,0.316,142.096,221178,4
4BHDBRF1AZsWUf2t7p2hoi,Nothing Can Hold Us Down (feat. Haris),"Hardwell, Headhunterz, Haris",30,2015-01-23,0.475,0.869,5,-3.725,0,0.00148,0.0,0.269,0.189,127.965,198750,4
3scptj8Idke3JxqmewOlJ9,Ray Mysterio (feat. Westside Gunn & Conway),"The Alchemist, Westside Gunn, Conway the Machine",59,2018-11-30,0.717,0.805,1,-6.008,1,0.605,0.0,0.29,0.632,132.135,223535,4
39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,"Eliza Rose, Interplanetary Criminal",75,2022-08-12,0.733,0.921,0,-7.077,1,0.161,0.662,0.122,0.729,136.996,226627,4
5SFCEkybGYmmzKqewtDEaN,Body Moving,"Eliza Rose, Calvin Harris",72,2023-11-17,0.788,0.906,10,-5.863,0,0.0222,0.00283,0.0822,0.811,128.004,154216,4
5Mc8XDfGQCMkOEZm9rS1cE,Red Button,Drake,61,2023-11-17,0.455,0.707,0,-5.765,1,0.155,0.0,0.132,0.393,114.47,160049,5
0ZB5pdrM1leH58IgokDPZM,Stories About My Brother,Drake,63,2023-11-17,0.65,0.839,8,-4.428,0,0.572,7.12e-05,0.219,0.846,87.39,264130,4
2Mph2Rvl5kVg0MYtfV60wZ,The Shoe Fits,Drake,62,2023-11-17,0.354,0.79,4,-6.758,0,0.291,0.0,0.309,0.652,74.179,374026,4
4ASBfwBwwo7DTT2zq9YSLP,Wick Man,Drake,56,2023-11-17,0.476,0.926,2,-6.623,1,0.353,0.0,0.224,0.52,86.252,181429,4
2ut4BOQSqxLpcX5MtPjzYa,Evil Ways (feat. J. Cole),"Drake, J. Cole",65,2023-11-17,0.56,0.784,1,-5.304,1,0.0508,0.0,0.221,0.25,78.161,227692,4
5Se32hEA9raeboZerywxka,You Broke My Heart,Drake,78,2023-11-17,0.465,0.7,10,-5.163,0,0.203,0.0,0.299,0.276,120.854,230709,4
3hB9lDLyAClYVZivMMl20N,Co2,Prateek Kuhad,64,2022-05-20,0.533,0.678,1,-5.244,1,0.663,0.0,0.145,0.683,80.96,163653,4
